Model RMSE,e RCRB,Bias,RMSE
835.2073500165336,173.63318981961248,51.47463317753323,196.822130685208
835.2412456216514,173.12112794567327,53.74127595227123,199.24825981037574
835.2152424057393,141.79520753145178,64.04438122268498,172.90865555775503
835.2042474165349,141.7946993358404,62.576773826382265,171.6689189182599
835.1925616505384,150.41025517733786,77.39277415430679,188.69346779893678
835.2733356763915,150.4969842915448,78.81225084592849,188.04555759842333
835.2631056969705,182.52489144570893,108.15223805644764,242.3441981787437
835.3046161545935,182.6250956196999,111.24685830118057,243.13300006978236
835.3377423714463,255.07521341402168,180.04084130212652,367.2760894795987
835.325954053345,255.84142084179499,182.2555411170947,372.5357119264074
835.3468965697188,536.0871207951681,428.16741269424045,837.6421470400845
835.4122279808068,540.8518452954625,416.07735700501934,835.0482656854846
835.3112640748789,nan,4015058.2289737253,268879002.13794297
835.332143093913,nan,1900384.487657387,172931980.79985306
835.4328870658105,1702.0558291851155,693.975365165696,1985.166483052246
835.4424559420721,1670.4470203411706,707.6537999307334,1963.223227451476
835.4371512762461,326.57683130076737,142.34805374779356,401.62171918204564
835.435626215694,324.53535712922417,137.57490111781897,395.65808317335535
835.4938416583663,221.95434420617212,55.02104354822047,250.2380375165752
835.4224310000576,220.7846426250586,53.467313551505896,248.13752029957482
835.443765141077,149.76665329762784,54.875814975677635,176.00423934148046
835.5188474864518,149.51392239974396,56.8170980240074,178.05129070358282
835.552099221223,143.09482417978006,69.90966634785974,177.7618351039877
835.5771876691502,143.28229369177265,67.29895875685587,175.1619213137309
835.5697721929708,164.83471593621715,92.43124149385439,212.2715115314584
835.5694256900329,165.13052273398716,91.69583927922878,212.02279574769574
835.5686112689331
835.5352393067767
835.606224898728
835.5386797758413
835.6492893732147
835.6714517257903
835.6620078058883
835.6627705622285
835.6687534363864
835.6119943631852
835.7035380546274
835.7618899338182
835.7909497838031
835.7795393772295
835.7665009802624
835.7663975862613
835.8186574782802
835.8783597409679
835.8160402591408
835.9011127733612
835.8531525270067
835.8780116089185
835.893317940746
835.9444657464943
835.964549745029
835.8925957654674
835.9536506680645
835.9734112772379
835.9534440974039
836.0018946770464
836.0274470268635
836.0635309866972
836.0908524651123
836.0990944732848
836.0319575670441
836.112589234057
836.1283563223005
836.1037648391604
836.1219429520689
836.2260363187951
836.1509928351512
836.0979221458789
836.1682136201858
836.2175711259897
836.2558127708313
836.2384578216031
836.2732497349685
836.2523734379195
836.2968009567662
836.2545431901375
836.3122014331328
836.3195915667483
836.3959713682735
836.2850746238789
836.3504107882479
836.4105157113192
836.3918640699626
836.4396113736892
836.4277537326418
836.4198285806655
836.4120513996
836.4912158309824
836.4833290775832
836.5167003525372
836.4967495385525
836.5322460870428
836.5519092021592
836.494295119815
836.5792098011862
836.5372697874119
836.6049343592947
836.633481878544
836.5759335761874
836.6481403846564
836.7460321890318
836.6340944531695
836.6461470627904
836.6860880121411
836.7020007236871
836.7008398019523
836.7511563346496
836.7582883372811
836.7770922481518
836.7757743919028
836.7920414786064
836.7667548317348
836.8657006172235
836.8378701629437
836.9002102516158
836.9334166084034
836.9413224737751
836.9431677493642
836.8853756818536
836.9241710408387
836.9196366774225
837.0268686915521
836.9295601160184
836.9355858556564
836.9530385506074
836.9907621955653
837.081775408279
837.0717603835401
837.1158252618342
837.0176231173755
837.0765500034055
837.1304352691758
837.130576414636
837.1821867546513
837.0947120894953
837.1714066045861
837.2118392235033
837.2337594761054
837.177112418441
837.2564389380981
837.2513766048736
837.2727633626843
837.3014876928733
837.274682381306
837.2521900859073
837.3206443675267
837.3336407375128
837.3513955067323
837.3566394091832
837.30286221315
837.3930689984546
837.4454533237251
837.3824473954588
837.4383091895849
837.4387738522495
837.4340492580187
837.5059552561829
837.4575720345424
837.5534306296507
837.5369354209106
837.5709815779164
837.5435346229666
837.6084841945334
837.6356396016092
837.6398742657578
837.6192054107125
837.6145497236611
837.6260157467129
837.6001839564733
837.7148466197586
837.6373946832388
837.6735791825198
837.6965947549938
837.6737182162544
837.7398947758268
837.7595301588733
837.8049198578335
837.830434514875
837.8135149867297
837.7958001603763
837.8722627040763
837.7978005286045
837.8355746741557
837.8523905334938
837.9139799441936
837.9136477120596
837.8837456072577
837.9244393890355
837.9636416053021
837.9426016050725
838.0138597379195
837.9704703503081
837.9822857194093
837.9990699361452
838.0169095248718
838.1078112235011
838.0005915544847
838.011476777099
838.0129838444128
838.1296405557364
838.0963142976208
838.1609224594196
838.1427948164364
838.1449494196248
838.2212633484421
838.2001197379673
838.2033473798828
838.203568903135
838.2505071277438
838.2441504850036
