Time,Mean measurement error,Mean measurement and model error,Mean estimated distance u-s1,Distance u-s1,All u_x,All u_y,All u_z,All u_hat_x,All u_hat_y,All u_hat_z
4811,490.30931898170485,489.7734126966624,1444.0371326638997,1756.837480517341,471821.5863565091,1201675.168509696,-6776326.761162618,472136.5123387617,1201725.3196185476,-6776294.283002934
4812,503.593354092024,504.57806718963326,1450.166694308443,1756.6809040095543,478692.9034980944,1204721.463589382,-6775298.616041917,479001.49458101246,1204769.7691197048,-6775266.230587521
4813,500.8591711492421,501.6940667766644,1448.1379577726973,1756.5244708192222,485563.64245108323,1207766.3035583983,-6774262.264541005,485880.4074963037,1207816.8037228854,-6774229.25555664
4814,499.46318901048954,500.15931745513717,1449.3007044806627,1756.3681798675602,492433.794915257,1210809.6847332634,-6773217.707879776,492746.3932578783,1210858.8930125611,-6773184.453282088
4815,504.56319403496775,504.9171115188506,1442.8998948564918,1756.212027469319,499303.62896253983,1213851.7257885393,-6772164.904767047,499624.5872903468,1213903.2480206823,-6772129.730843554
4816,489.6826911294313,489.7643752539569,1449.9945895659166,1756.0560255544399,506172.58352246525,1216892.1782706068,-6771103.941154588,506479.9717974102,1216941.0812205842,-6771070.619121574
4817,496.23684337989,496.34105176659415,1444.0986641428833,1755.900171534013,513040.9266912983,1219931.1609158947,-6770034.776100971,513354.61864877166,1219981.394068565,-6770000.691616318
4818,511.6300741699088,510.4405788635999,1453.1778151481376,1755.7444628516887,519908.6501724112,1222968.6700482063,-6768957.410865034,520223.1694440942,1223018.9406587544,-6768921.8492572885
4819,514.5948880155825,514.3176805091015,1445.4062735886716,1755.5889026369866,526775.7456662953,1226004.7019914873,-6767871.846715934,527096.6491043377,1226056.2053731277,-6767835.833118458
4820,510.8591662340979,510.1286617077348,1449.2658167867364,1755.4334894834076,533642.2048769401,1229039.2530726616,-6766778.084932158,533959.9404392672,1229090.0942060263,-6766742.133764922
4821,507.5544376107415,507.65398880509093,1453.6795371191517,1755.2782284299792,540508.0195051255,1232072.319618649,-6765676.126802573,540812.3240199029,1232119.8442344551,-6765641.254346973
4822,506.80002058120834,506.86573097844683,1451.3026448968112,1755.1231092992152,547373.4574529729,1235104.0199010752,-6764565.928794926,547685.1031363875,1235153.622229496,-6764530.046579451
4823,508.4039226412002,508.8222461831062,1440.9826960719222,1754.968148566154,554237.9580055819,1238134.1063091534,-6763447.581548035,554558.7725120554,1238185.1505004896,-6763410.108233477
4824,506.83070866182754,506.52920584347834,1457.9998022783366,1754.8133394591623,561101.7890918548,1241162.6971774579,-6762321.041879037,561403.9716515829,1241210.2546523712,-6762285.063058186
4825,514.1530056482075,514.3717117537565,1439.3622861176423,1754.6586828472139,567964.9424164589,1244189.788840329,-6761186.311115712,568285.1931276424,1244241.9707626894,-6761148.724052537
4826,523.3765025055616,523.164751312762,1434.3398373118764,1754.5041810910927,574827.409686551,1247215.377634629,-6760043.3905953085,575154.1635109343,1247268.2564091457,-6760004.062809253
4827,520.5569971873468,519.9795646847742,1431.376808682474,1754.3498335510133,581689.1826096908,1250239.459898825,-6758892.281664907,582016.897658929,1250292.3993934798,-6758851.808267634
4828,520.4770656561675,519.1026287099538,1437.8225825035345,1754.1956403126833,588550.2528952444,1253262.031973604,-6757732.985681164,588872.6285530762,1253314.122509306,-6757693.797342212
4829,521.8471752079347,521.7748648586617,1431.3714597610804,1754.0415981244632,595410.8882514125,1256283.2117169907,-6756565.456874599,595741.1313483445,1256337.6885239216,-6756524.310258276
4830,526.9721275416317,525.9419805623127,1428.873085300223,1753.8877191096876,602270.5283581485,1259302.7523784072,-6755389.790564879,602600.3033260291,1259355.8565305679,-6755347.795704811
4831,526.9640719943313,527.8410586238417,1423.2894085889754,1753.733998106232,609129.4409557318,1262320.7718811696,-6754205.941331055,609466.3523958509,1262375.322565578,-6754162.875621674
4832,531.8952248381113,530.299262181803,1423.4493223276256,1753.5804363453083,615987.6177548602,1265337.2665722508,-6753013.910569117,616328.7627754852,1265393.4938502256,-6752971.0594119225
4833,524.6251467235943,523.6007634081033,1431.9588709743557,1753.4270331892988,622845.050469113,1268352.2328013228,-6751813.699684449,623170.8550023695,1268405.0959059696,-6751772.296495905
4834,532.6910297240101,531.8714983390182,1414.047059870984,1753.27379209289,629701.7308097471,1271365.6669184582,-6750605.310092727,630043.6945229642,1271421.8964877692,-6750560.759941618
4835,530.3746625709873,531.2236064282414,1431.7037330410067,1753.1207116724095,636557.6504919621,1274377.5652768929,-6749388.743218837,636887.2281890713,1274431.1307416435,-6749345.761454828
4836,528.6546642437996,528.0533527664725,1432.812210828118,1752.9677935363195,643412.8012289815,1277387.9242304184,-6748164.00049791,643743.1544293081,1277442.605490867,-6748119.969740333
4837,538.3452472120674,538.1253580312775,1415.1184421042187,1752.815032910517,650267.4504964517,1280396.8611595577,-6746931.033605486,650610.1616889093,1280453.6305233722,-6746885.605738555
4838,534.6914116242696,533.5933329387619,1429.6359968983086,1752.6624415111469,657121.0384610243,1283404.130312456,-6745689.943204884,657453.2501175364,1283458.740366068,-6745645.1672310205
4839,533.2403266314152,533.9858787957705,1418.838027151761,1752.5100156778271,663973.8326293641,1286409.849134466,-6744440.681320367,664311.512483115,1286465.444846926,-6744394.484244183
4840,546.8085493485969,545.8778616086524,1405.3009995191392,1752.3577555303698,670825.8247202012,1289414.0139875019,-6743183.249425679,671180.644508521,1289473.919695207,-6743134.612036433
4841,537.0185966278757,536.2174980137974,1420.8627604837516,1752.2056607761413,677677.0064524272,1292416.6212349813,-6741917.649004433,678010.5524846253,1292471.3155527434,-6741871.69228539
4842,530.3647694026334,529.4174294903082,1434.2481374411889,1752.0537345462021,684527.3695454724,1295417.6672419854,-6740643.881550048,684849.6160560263,1295470.6398178756,-6740599.952085119
4843,554.4306862769645,553.0622520884432,1417.202871529851,1751.901975761828,691376.9057203633,1298417.1483757189,-6739361.948565552,691725.0306996595,1298475.1612349476,-6739313.41767416
4844,544.4190141099882,544.7717620949381,1424.850279094865,1751.750381639933,698225.8822270005,1301415.1815891087,-6738071.799494805,698567.0593291698,1301472.432276912,-6738023.536321306
4845,541.711147203668,542.4657676319852,1427.6915044937648,1751.5989614965022,705073.7396971037,1304411.5220214252,-6736773.539669949,705403.2983247277,1304466.3649292036,-6736726.782142043
4846,542.0764488254935,542.3795684279055,1427.5100837126681,1751.4477132207492,711920.7454151397,1307406.286691981,-6735467.118882948,712249.9786076972,1307461.0813377341,-6735420.035815212
4847,544.835679113601,546.0374190642948,1411.6660987934465,1751.29663581742,718766.8911064578,1310399.4719755861,-6734152.538675657,719112.4778183673,1310457.6317962173,-6734102.128175768
4848,556.1971284164968,553.7103498803693,1414.9930882699568,1751.1457316307399,725612.1684967048,1313391.0742486145,-6732829.800599772,725956.9324328956,1313448.6809968313,-6732780.539406041
4849,559.6895111048292,561.0639601846883,1407.214888084192,1750.9950011076426,732456.569309992,1316381.0898881936,-6731498.90621721,732812.6260778126,1316440.9627912384,-6731446.244050913
4850,549.7087351254971,548.4634320915495,1417.677826790488,1750.8444432115452,739300.0852766575,1319369.515275607,-6730159.857098598,739642.2564406585,1319427.3477040133,-6730107.994425835
4851,563.8108481781444,564.8002421978898,1411.649598385481,1750.694061428732,746142.7081223765,1322356.3467915223,-6728812.654825379,746492.2378969681,1322415.6424331237,-6728760.27882028
4852,556.1107981836647,555.5408469822515,1415.7955777638472,1750.543848838956,752984.7048249226,1325341.7008939935,-6727457.246293552,753326.3233510249,1325399.378904013,-6727405.877953076
4853,558.6832724974655,556.3162643366518,1401.9027513256988,1750.3938191835202,759825.5165821059,1328325.3337558839,-6726093.74216471,760176.1918991992,1328385.2177005985,-6726040.88294904
4854,556.9517857390582,555.4324623611898,1423.9321475435493,1750.243967800567,766665.410409057,1331307.3619028495,-6724722.089682434,767001.1933480134,1331364.1212052465,-6724671.564641289
4855,557.8397157125089,561.178818532466,1408.882137743311,1750.094293237863,773504.3780385739,1334287.781724396,-6723342.290466456,773851.2967757587,1334346.4220871907,-6723288.885114604
4856,567.1646688020661,566.648104036091,1393.8160394729355,1749.9447990042515,780342.4112030974,1337266.5896112965,-6721954.346146492,780707.803386926,1337328.6611015205,-6721897.320312323
4857,573.4426242913935,572.9569583538675,1401.8759852378748,1749.7954844039323,787179.5016367666,1340243.7819565,-6720558.258361855,787534.7929768213,1340304.4030087811,-6720502.188801289
4858,555.7292946813529,554.5879152237668,1408.8326288118865,1749.6463510566891,794015.6410751169,1343219.3551549914,-6719154.028761486,794359.6211782575,1343278.5794673548,-6719100.287132695
4859,558.9021440781366,557.8512084905714,1417.033212718748,1749.4973931974682,800851.096236578,1346193.4252225345,-6717741.602016142,801186.880959356,1346250.333154981,-6717688.1077770945
4860,562.3167561662269,562.7370585098028,1409.0722827536806,1749.3486233261233,807685.3088542392,1349165.7492538448,-6716321.0934429765,808034.9870328705,1349225.128449319,-6716264.644103589
4861,579.2583899839254,579.8760275277054,1394.7435088721234,1749.2000379560602,814518.5456880964,1352136.4433341278,-6714892.4480594965,814878.5083542812,1352198.0841476223,-6714834.70912417
4862,578.884664358387,578.9571284838656,1378.083876587171,1749.0516360494933,821350.798477209,1355105.503865635,-6713455.667553657,821725.9078276883,1355170.4358181937,-6713394.73336446
4863,574.5159693556799,572.4044453680225,1407.3387521288794,1748.9034188028586,828182.0589620839,1358072.9272526684,-6712010.753623031,828532.4578006129,1358132.562831827,-6711952.996824209
4864,567.8639456751024,565.030875021707,1407.4282968379566,1748.7553874350924,835012.3188853549,1361038.7099018975,-6710557.707974692,835362.7978625862,1361099.8953795673,-6710499.710274636
4865,570.4203639059406,572.1488182698639,1403.6608750709308,1748.6075439117928,841841.5699876169,1364002.8482205293,-6709096.532326077,842190.9374727191,1364062.8864865436,-6709038.92206493
4866,599.6919290452261,597.6910010887408,1379.932246915219,1748.4598810199527,848670.078716667,1366965.4577771171,-6707627.1691249795,849042.9977523455,1367030.2195514531,-6707565.686581607
4867,580.0117697808391,581.2093661843917,1399.4481904931968,1748.3124122538245,855497.2873711447,1369926.2966014312,-6706149.738338025,855855.4160663135,1369988.952780295,-6706089.722001584
4868,593.343851635833,593.7187577741142,1397.0467689301008,1748.1651338577396,862323.4624397226,1372885.4803311734,-6704664.182759933,862687.4225787196,1372948.8726007163,-6704602.804920313
4869,577.3520936490037,578.7695605931801,1389.9690059214372,1748.018043962337,869148.59567066,1375843.0053826084,-6703170.504146267,869511.3006617145,1375906.453642464,-6703107.932199235
4870,601.3649105885629,600.0740183619066,1393.4079502183697,1747.8711464300168,875972.6788108861,1378798.8681728719,-6701668.704262831,876338.1534875297,1378862.8614730185,-6701606.135880329
4871,590.7455286756115,595.3794568956366,1394.3929421202176,1747.7244398487808,882795.7036112816,1381753.0651222342,-6700158.784884525,883165.4204299996,1381817.9255830066,-6700094.995527011
4872,603.8917543733901,598.4089426488674,1393.2760749264803,1747.577925778018,889617.6618217994,1384705.5926520042,-6698640.747796385,889981.2690228407,1384769.482904513,-6698577.269367122
4873,591.6466003508982,594.353989813088,1395.3699258842837,1747.43160467057,896438.5451946455,1387656.4471859017,-6697114.594792908,896803.5744955736,1387720.4663651772,-6697050.420820145
4874,598.2517643325971,599.9822333299093,1372.3080351127387,1747.2854735306241,903258.6198437535,1390605.7437707009,-6695580.265786582,903641.0203740355,1390673.9943057462,-6695512.899143457
4875,597.9290930728412,600.7118485969694,1394.579239037386,1747.139541979576,910077.3287567217,1393553.2415233369,-6694037.886048749,910438.3154559162,1393617.0536887606,-6693973.909021447
4876,603.275053757358,603.0757558513345,1375.9197245185037,1746.9938054849042,916894.9380946828,1396499.0555624769,-6692487.395837445,917267.0606863191,1396565.046323978,-6692419.82289495
4877,598.814142515489,599.0433246052856,1395.4038610181935,1746.8482664005114,923711.4396135728,1399443.1823191966,-6690928.796986167,924077.1139689591,1399507.8838705875,-6690863.359429476
4878,600.159947118589,603.1037328582094,1392.187588050067,1746.7029251313195,930526.8250705721,1402385.618226539,-6689362.091338082,930892.8143087357,1402450.7217286713,-6689295.812289777
4879,611.9925824149717,613.8048626347859,1376.375453705721,1746.5577825656876,937341.0862261428,1405326.3597204068,-6687787.280745569,937726.396311511,1405395.6682395283,-6687716.028112221
4880,605.1832607334674,604.6463589140858,1378.942577863481,1746.4128379374326,944154.2148403124,1408265.4032379477,-6686204.36707107,944524.1553836046,1408331.2295073809,-6686136.768588478
4881,616.6952547138256,615.6862041501603,1388.9921040304505,1746.2680876092131,950966.4767204127,1411202.8633631263,-6684613.288011893,951338.8320220796,1411269.5650523037,-6684544.169125096
4882,610.7801891672184,612.9097051424507,1389.0838902689675,1746.123544451185,957777.3154906615,1414138.5001787753,-6683014.173473602,958141.8949724976,1414204.1880628236,-6682945.889410783
4883,610.9505293599976,608.1913719899611,1375.1424382302664,1745.979202446959,964586.997007734,1417072.4283416783,-6681406.961498582,964954.3960488347,1417138.7394200119,-6681337.888872836
4884,613.6915321200302,613.1241245940239,1384.6366070067347,1745.8350628642443,971395.5130366529,1420004.6442968869,-6679791.653987989,971759.8550867157,1420070.2299635892,-6679722.224054001
4885,622.6548223718116,624.5497543104982,1359.7434066455596,1745.6911260994964,978202.8553448472,1422935.1444919289,-6678168.2528523905,978596.621801757,1423007.0840881392,-6678093.541470411
4886,628.0912827998872,630.5286460044076,1383.6728789053773,1745.5473948600838,985009.0156985498,1425863.9253752546,-6676536.760012623,985385.0589763841,1425932.0915460258,-6676464.5749007035
4887,609.1040975311238,611.3430440697015,1388.9876487416814,1745.4038665624664,991813.9858691727,1428790.9833989802,-6674897.177398252,992181.0915277213,1428857.8939014564,-6674826.879443582
4888,626.5768568106183,631.2329471564361,1376.0656516405058,1745.26054504379,998617.7576262903,1431716.3150158739,-6673249.506949269,998996.4157892824,1431785.9829840667,-6673176.103031619
4889,632.6694381293638,635.2763452503644,1361.7160223049118,1745.1174236331626,1005420.5964075598,1434640.0342726484,-6671593.683835779,1005807.3061761349,1434710.6283441903,-6671517.999771279
4890,632.5210119391224,635.0313368086881,1360.6479817229351,1744.974515496041,1012221.946606162,1437561.9023739072,-6669929.843250147,1012611.471213629,1437633.4484912443,-6669853.4298496945
4891,621.707534436055,619.9716429935155,1381.49656184844,1744.831815453756,1019022.0737104609,1440482.033439771,-6668257.92070725,1019389.0317841019,1440549.7430841415,-6668185.418400361
4892,639.765414185236,637.1692693317896,1355.0903761060335,1744.6893246747475,1025820.9694975049,1443400.4239319798,-6666577.918185209,1026213.233380064,1443473.3346968694,-6666500.182013397
4893,636.0125022165888,635.2139358404346,1370.2792774919822,1744.5470428417452,1032618.6257439578,1446317.0703135426,-6664889.837672218,1032993.4254700079,1446386.141373744,-6664815.2886999585
4894,648.4601115380879,647.4220031600183,1371.325442038454,1744.404972294026,1039415.0342282066,1449231.9690496556,-6663193.681166059,1039805.6831822962,1449304.585611815,-6663114.7998393215
4895,644.0101428824354,644.2115261613649,1363.6089310394239,1744.263112690413,1046210.1867317762,1452145.1166082928,-6661489.45067371,1046598.4543011694,1452218.0460591342,-6661410.4003837295
4896,649.5377115909678,649.0466746737561,1370.5721071142043,1744.121459694787,1053004.348350246,1455056.6265580626,-6659777.079158445,1053386.1223260441,1455127.7276593514,-6659699.240624434
4897,630.6237747845319,620.1916849435299,1374.2665287680225,1743.980026322517,1059796.9641842658,1457966.2611000407,-6658056.706430368,1060158.8616091325,1458034.3348435063,-6657982.181571496
4898,637.4600315374952,638.4627391284513,1367.5100498554089,1743.8388044018486,1066588.299385719,1460874.1338786443,-6656328.265796143,1066965.0058148978,1460944.848425555,-6656250.520458711
4899,647.329588065673,642.7692765723787,1373.8223451133395,1743.6977989413672,1073378.3457396613,1463780.2413691331,-6654591.759301868,1073752.5177509612,1463850.8065648556,-6654514.525934171
4900,631.9645308639159,624.9738940946767,1370.3093527231863,1743.557008081016,1080167.0950336293,1466684.58004927,-6652847.18900301,1080538.0332452275,1466755.1099875066,-6652769.556434376
4901,655.6465941347658,647.1360609070626,1352.2700895622454,1743.4164333768435,1086954.5390559293,1469587.1463985904,-6651094.556964844,1087339.3447464125,1469660.588042744,-6651013.723528302
4902,666.8789702856034,667.0817839963827,1352.882292980142,1743.2760756459109,1093740.6695969894,1472487.9368989815,-6649333.865262118,1094139.0369483975,1472564.2066087073,-6649249.753039773
4903,651.2773294237953,655.1890093310959,1360.358508989681,1743.1359352751265,1100525.478447678,1475386.9480339577,-6647565.115979465,1100913.9809482505,1475461.2057045312,-6647482.9332793355
4904,666.5770431709302,666.0423755048437,1361.3832947092314,1742.9960080260394,1107309.2302973631,1478284.2928191691,-6645788.239561852,1107701.6946387994,1478359.7634851073,-6645704.096123976
4905,651.0814417079928,650.8278262442684,1373.274291748382,1742.8563071138517,1114091.371094534,1481179.734611389,-6644003.381087115,1114470.027706395,1481252.048911427,-6643922.418206853
4906,658.3184245487074,662.8309120070813,1369.7470552356826,1742.7168248620603,1120872.1655862436,1484073.3865026683,-6642210.471343259,1121260.0906631064,1484148.3454752464,-6642126.199837902
4907,664.3429112753399,663.3405576113801,1353.5748404317565,1742.5775635479324,1127651.6055679147,1486965.2449842475,-6640409.512453808,1128042.2958517834,1487041.6669457906,-6640324.028447842
4908,672.791835091233,671.0973604740899,1358.8632605176483,1742.4385251485883,1134429.6828392302,1489855.3065506313,-6638600.506551176,1134824.9591090365,1489931.882640871,-6638513.634265461
4909,665.8108948734416,670.546568484113,1364.008879140442,1742.299708521376,1141206.3892014215,1492743.5676984272,-6636783.455777406,1141603.0728907345,1492820.870630712,-6636695.687190199
4910,678.1537130805252,676.9504591570009,1350.0502620004393,1742.1611152552248,1147981.7164554857,1495630.024925591,-6634958.3622846175,1148378.4965623112,1495708.2222016205,-6634870.283656657
4911,686.1224172109335,680.519689924842,1338.2935841698288,1742.0227399612415,1154755.928916447,1498514.7907558377,-6633125.154319107,1155153.581563327,1498592.9647908323,-6633035.971267702
4912,682.4009490541814,681.9392129180031,1348.8836258995664,1741.8845957767076,1161528.4733116354,1501397.6295730125,-6631283.981558531,1161926.2518564395,1501476.2090417084,-6631194.598216148
4913,680.8590010072811,680.4166656284023,1345.6742783001243,1741.746678060952,1168299.6140137976,1504278.6539772572,-6629434.772592237,1168694.5569509224,1504356.797726699,-6629345.794669743
4914,686.7029584312678,681.2248977978587,1341.894242498539,1741.6089861001046,1175069.342831848,1507157.8604756806,-6627577.529610347,1175470.5492556854,1507238.2090060327,-6627486.3394228835
4915,677.9169757765479,681.825775431562,1348.8207120498805,1741.471522603631,1181837.6515752987,1510035.2455771,-6625712.25481285,1182226.6671901878,1510112.9323162874,-6625623.6363837905
4916,690.3138748212831,679.2715848828731,1339.4442325217121,1741.3342852967885,1188604.5320558755,1512910.8057927173,-6623838.9504091665,1188996.8062847203,1512989.0978699287,-6623748.731678514
4917,687.3734594837987,688.0281511010683,1349.458234289615,1741.197277230643,1195369.9760869823,1515784.537635898,-6621957.618618311,1195763.3674593824,1515862.9433864756,-6621866.840925755
4918,699.5400380055319,694.1999906998909,1337.9746264225312,1741.0604946581827,1202134.247590747,1518656.5531305152,-6620068.1854928825,1202533.8602882028,1518737.0949334987,-6619975.659381655
4919,674.6394459573744,684.1842256911505,1356.6004578325792,1740.9239467250056,1208896.794108657,1521526.6177025551,-6618170.805300981,1209292.0325426164,1521607.2283325738,-6618077.99036874
4920,706.0858743476007,700.3827689835535,1344.6226288707987,1740.7876296608547,1215657.8796243775,1524394.8434539447,-6616265.404437239,1216052.5829395738,1524474.9042417358,-6616172.886188142
4921,689.0241669615028,683.6318506105641,1341.1322253285803,1740.6515461568663,1222417.4959574018,1527261.2269064286,-6614351.985159167,1222813.571287852,1527342.3604989953,-6614258.333596536
4922,704.1597386736751,705.3281913494526,1343.2015284465413,1740.5156950667024,1229175.6349299087,1530125.764584342,-6612430.549733567,1229578.0177036307,1530208.5773008033,-6612334.971832061
4923,707.3074836682723,700.6120185060005,1324.972481600474,1740.3800767856255,1235932.2883643166,1532988.453013568,-6610501.100437223,1236336.407430807,1533071.7885621465,-6610403.891750925
4924,702.5347883122736,707.3527540050746,1336.977694414023,1740.2446940342743,1242687.4480840075,1535849.2887218543,-6608563.639556723,1243089.3299385114,1535932.357491209,-6608467.275339818
4925,702.7128502897987,699.5612484810301,1331.0070718431728,1740.1095448998503,1249441.1059164805,1538708.2682401391,-6606618.169387529,1249839.9252984887,1538791.2037974212,-6606521.746916604
4926,711.4446263072509,714.3779466504599,1337.1628488813803,1739.974627570981,1256193.5253199772,1541565.503014734,-6604664.613479279,1256599.3492793695,1541650.4688059413,-6604565.779023444
4927,719.8887530367598,705.7117455368272,1338.3134086810155,1739.8399518301962,1262944.1548007817,1544420.759677254,-6602703.131336917,1263345.6036977884,1544504.7900547571,-6602605.356073411
4928,723.32655031531,725.4871881773483,1329.3033468800445,1739.7055135938551,1269693.2578821213,1547274.1497535221,-6600733.6468511345,1270112.2053284936,1547362.546809138,-6600631.101185582
4929,717.5418266419093,713.119558167397,1328.9490258715898,1739.571313971932,1276440.826395839,1550125.6697821259,-6598756.1623564325,1276841.974988901,1550210.6478016372,-6598657.368572117
4930,733.504014265135,720.0423721150783,1323.4617530382045,1739.4373522358846,1283186.8521782665,1552975.3163049994,-6596770.680196051,1283590.8678935855,1553061.4474304176,-6596670.307111745
4931,722.5312380858419,717.5557717211599,1321.3930196805056,1739.3036318381269,1289931.327064342,1555823.0858649414,-6594777.202723734,1290338.298981576,1555909.821759161,-6594675.663300897
4932,719.8572680812374,717.115107200019,1337.0902710120708,1739.1701512485279,1296674.2428924688,1558668.975007668,-6592775.732302282,1297068.7144122554,1558753.5231062104,-6592677.042502401
4933,725.839585307,723.4568984909945,1331.8886346390302,1739.0369068245748,1303415.8626983094,1561513.094667049,-6590766.190295954,1303815.3728134932,1561599.0457631103,-6590665.853074568
4934,723.7749003138306,721.2977684199827,1331.4977863562733,1738.9039093288611,1310155.635868875,1564355.2125451236,-6588748.740781638,1310564.222084736,1564443.635371791,-6588645.369478829
4935,731.4625138115538,743.8272254069368,1329.6653595635048,1738.7711558657688,1316893.8255055156,1567195.4396555736,-6586723.305464475,1317303.0247849037,1567284.3651595996,-6586619.602132019
4936,747.3970696348795,745.7464624200915,1306.453537409033,1738.638644533735,1323630.4234547098,1570033.7725533415,-6584689.886745209,1324051.5643953928,1570125.234721611,-6584582.467537725
4937,741.2662799867435,738.6126963507502,1322.9829005349568,1738.5063795276783,1330365.4215609354,1572870.2077939797,-6582648.487035275,1330774.3340337907,1572959.9758981303,-6582543.240703637
4938,748.2057483586594,742.893342453386,1320.1013755797496,1738.3743578022506,1337098.8116759672,1575704.7419375663,-6580599.108753993,1337507.6597712666,1575794.2127285835,-6580493.046639501
4939,754.5531572921434,744.3949245961653,1330.7532633230562,1738.2425827962495,1343830.5856482214,1578537.3715442275,-6578541.754331822,1344234.9003030316,1578627.0020141501,-6578436.5945096025
4940,756.969074507663,760.0204216279116,1302.591860129452,1738.111054510527,1350560.7353299826,1581368.093177172,-6576476.426208121,1350988.0108006767,1581462.8988871682,-6576364.4638228845
4941,753.0192401266718,751.2512041822806,1303.26004092032,1737.9797689431168,1357289.5232540136,1584197.0171761871,-6574403.043255459,1357696.9729453279,1584287.8737623834,-6574295.886912213
4942,746.9524925417286,757.4146438789554,1324.8329519841643,1737.8487367813843,1364016.3998538295,1587023.912483557,-6572321.774764122,1364432.6388778966,1587116.6929470357,-6572211.702122005
4943,745.176455553659,742.0493260983977,1324.6197275078537,1737.717952830385,1370741.6277317214,1589848.8895205024,-6570232.539946421,1371138.3162959157,1589938.6479741293,-6570127.052605357
4944,767.8730582994648,760.6029455793888,1310.633077753591,1737.5874194049557,1377465.1987462705,1592671.9448587147,-6568135.341280221,1377879.2427158456,1592765.3736448886,-6568024.644745793
4945,764.0346730618049,758.1610586148848,1317.8328933667092,1737.4571368827576,1384187.1047593243,1595493.0750727055,-6566030.181252492,1384595.0213591056,1595585.912238561,-6565920.578772431
4946,750.471760591466,757.445782336843,1334.6488435968818,1737.3271041062465,1390907.3376352636,1598312.2767395163,-6563917.062359532,1391323.711856167,1598407.404717627,-6563804.742674163
4947,772.2126759577637,767.6766909707587,1322.1348852535268,1737.1973237170123,1397625.8892383315,1601129.5464375871,-6561795.987107802,1398035.0257366563,1601223.1380306429,-6561684.910792091
4948,772.1524832083257,766.5709631995921,1324.6679833098372,1737.067791870679,1404343.0216424596,1603944.9939789716,-6559666.872195341,1404752.4306017226,1604039.5040708676,-6559555.331064476
4949,776.0744368663766,766.6622987361351,1313.726764615722,1736.9385186029247,1411058.1862345429,1606758.3894070482,-6557529.891462804,1411459.787051716,1606851.890437418,-6557419.432397841
4950,769.18303690211,769.2592285889125,1319.1829427408272,1736.8094984706502,1417771.6451604906,1609569.8426163401,-6555384.96194722,1418178.5843169072,1609664.8000352515,-6555272.649025742
4951,769.4289527033243,767.6250974233857,1316.9042568779766,1736.6807345376264,1424483.390293497,1612379.3501948793,-6553232.086192743,1424877.551099601,1612472.2883884732,-6553122.507395121
4952,795.9591690238481,781.105576610108,1317.3483571622662,1736.5522259963243,1431193.413507648,1615186.9087325372,-6551071.266753361,1431603.2048075222,1615283.3334620416,-6550957.174676645
4953,786.528580227874,776.9190766719341,1320.4998074693635,1736.423974395528,1437901.7066803295,1617992.5148220244,-6548902.506192146,1438303.769449082,1618088.259722236,-6548789.848190014
4954,790.5364114198517,788.1335400243033,1298.3275051542348,1736.2959804483141,1444608.261689872,1620796.1650579087,-6546725.807082009,1445017.9370749989,1620893.4621771546,-6546610.427916997
4955,808.3783805080907,792.4461403612538,1318.6058122898721,1736.1682376661201,1451313.340139323,1623597.968719447,-6544541.083950212,1451720.5818072024,1623695.4245654787,-6544425.857771363
4956,797.1631597487238,789.8639341409707,1309.3369851401837,1736.040760930379,1458016.394395597,1626397.696962321,-6542348.515179566,1458418.836017967,1626494.7968604632,-6542233.947774625
4957,800.5987242338291,797.4672324489271,1295.4735396701562,1735.9135414272714,1464717.6861374765,1629195.4591498245,-6540148.015635132,1465125.902808133,1629293.9563849028,-6540031.331701073
4958,803.0568871673701,801.8516490054463,1297.6713054492552,1735.7865837124205,1471417.2072494312,1631991.2518849468,-6537939.587928426,1471832.7915473555,1632092.4878472313,-6537819.847681255
4959,800.2088849933243,801.3655673348615,1298.738915410221,1735.659886632211,1478114.9496206683,1634785.0717741216,-6535723.234679564,1478523.0110151493,1634885.308509043,-6535605.37549496
4960,796.9261679336886,802.7820027606501,1322.726717960844,1735.5334520518127,1484810.9051417036,1637576.9154257872,-6533498.958518374,1485213.7361858108,1637676.2519045877,-6533381.59555076
4961,814.7915783973513,810.5223452262503,1313.6863385918275,1735.407278436002,1491505.0657060947,1640366.7794511225,-6531266.762083858,1491916.5337405181,1640468.7718852977,-6531146.600217199
4962,816.0673278234535,808.5604210405096,1321.1645919943662,1735.2813695740886,1498197.4232066716,1643154.6604624616,-6529026.648025405,1498603.2447557517,1643255.5614412385,-6528907.786894295
4963,819.2476914574975,823.5074801657947,1299.1035304195284,1735.155718642016,1504888.2386876878,1645940.6671215058,-6526778.52839603,1505309.0792762828,1646045.422040346,-6526654.480816779
4964,828.4262648832897,816.3787498738143,1305.593336995161,1735.0303372944625,1511576.9656814535,1648724.571874144,-6524522.586755061,1511987.1538604603,1648827.7881919637,-6524400.755847068
4965,831.212524459041,821.9893398752023,1303.2214938863908,1734.9052225381074,1518263.8653069218,1651506.4834656906,-6522258.735493691,1518680.6523128948,1651611.0719582883,-6522134.488241533
4966,823.9004644833046,824.7423113874714,1298.4929362359323,1734.7803727961652,1524948.9294682033,1654286.3985190492,-6519986.9772982225,1525363.230222432,1654391.3689521258,-6519862.766774119
4967,815.6082419763711,824.6021628360513,1304.1303417927927,1734.6557903269763,1531632.150069391,1657064.3136585834,-6517707.314865144,1532040.6781582404,1657168.619373719,-6517584.198852172
