Time,Mean measurement error,Mean measurement and model error,Mean estimated distance u-s1,Distance u-s1,All u_x,All u_y,All u_z,All u_hat_x,All u_hat_y,All u_hat_z
1725,303.4030726437361,303.4030726437361,1606.540224523256,1784.7749473141046,1183256.2742778414,-428894.98820334463,6750202.052963635,1183080.867870642,-428912.0123692924,6750231.58199711
1726,304.37185771910646,304.37185771910646,1602.4318559299202,1784.587204359422,1176455.897972222,-432193.63693929167,6751180.704337675,1176276.688361026,-432211.8193234649,6751210.906544882
1727,301.2760978622595,301.2760978622595,1611.3510931071908,1784.3993818205,1169654.0809927962,-435491.7563931447,6752151.065089405,1169482.642072577,-435508.48331546964,6752179.7888387805
1728,306.8648460524418,306.8648460524418,1600.554652029562,1784.2114798450207,1162850.8316720603,-438789.34252724407,6753113.134045197,1162669.3531987548,-438807.52277004387,6753143.09832649
1729,304.03220881801155,304.03220881801155,1603.099352199217,1784.0234908094915,1156045.8845407534,-442086.5239451136,6754066.948248362,1155867.2663659514,-442104.1922082489,6754095.984305522
1730,301.5554090581246,301.5554090581246,1606.3021866738632,1783.835433364606,1149239.7954849184,-445383.0313075397,6755012.429798311,1149064.3278684148,-445400.36134557927,6755041.300869461
1731,306.0584341864494,306.0584341864494,1598.0277999988737,1783.6472980392,1142432.2990954644,-448678.99324127065,6755949.616092381,1142249.3986143088,-448697.56417038233,6755978.905543972
1732,313.7814050220573,313.7814050220573,1590.7679769304027,1783.4590868323135,1135623.4037113178,-451974.4057115155,6756878.505997604,1135433.1272921595,-451993.97608644696,6756909.216791008
1733,306.6110018518464,306.6110018518464,1597.8180421522654,1783.2708002645054,1128813.1176744746,-455269.26468349964,6757799.098390992,1128629.6908848176,-455288.24636796897,6757828.184130203
1734,303.45608013727923,303.45608013727923,1609.4936994784148,1783.0824403400068,1122001.4493271958,-458563.5661238133,6758711.392159899,1121830.2836062035,-458580.6991939663,6758739.068019961
1735,311.3665565493695,311.3665565493695,1596.5757345742863,1782.894006840523,1115188.4070133967,-461857.30599974614,6759615.386201829,1115004.6011255258,-461876.0154355705,6759644.774363596
1736,308.90550264153865,308.90550264153865,1602.1686159093824,1782.705493594734,1108373.7248853683,-465150.61276301614,6760511.115294107,1108195.5132456084,-465168.73717821523,6760539.225301214
1737,311.2447554101796,311.2447554101796,1594.941742450348,1782.5169170968165,1101557.9596241065,-468443.2173910316,6761398.506280987,1101372.5253065631,-468462.7743920727,6761427.948026265
1738,310.60955990415823,310.60955990415823,1593.9412288616936,1782.3282685862957,1094740.8454388876,-471735.2483602685,6762277.5942942435,1094554.4359357934,-471754.5776000535,6762306.169433321
1739,312.2220108627323,312.2220108627323,1596.3037738590706,1782.1395508147643,1087922.3906811744,-475026.7016403524,6763148.378271897,1087738.5747538805,-475044.6679507598,6763176.394348475
1740,308.460284229552,308.460284229552,1596.0928297750881,1781.9507654137078,1081102.6037033238,-478317.5732019653,6764010.8571622195,1080918.5433661712,-478336.6869461923,6764039.406236591
1741,314.7086943312184,314.7086943312184,1595.3265457087855,1781.761911055316,1074281.4928592886,-481607.85901651595,6764865.029923644,1074096.0835820697,-481627.06084413745,6764893.061072979
1742,314.74378441473334,314.74378441473334,1589.3065627971675,1781.5729908633987,1067459.0665042533,-484897.555056312,6765710.895524832,1067268.8501486944,-484917.4606222996,6765739.635839017
1743,314.7025484752215,314.7025484752215,1591.6098915240373,1781.3840027657086,1060635.3329953165,-488186.6572942328,6766548.452944548,1060447.4259701495,-488205.3786436424,6766576.728361246
1744,314.1029565073994,314.1029565073994,1590.9102909297922,1781.1949439176203,1053810.02607178,-491475.29399908724,6767377.734367918,1053622.0007376778,-491495.0472420152,6767405.717351203
1745,311.7339476284102,311.7339476284102,1591.7998197940385,1781.0058275181475,1046983.7032815219,-494763.1965302228,6768198.672067231,1046796.6443895495,-494783.0787089545,6768226.16179916
1746,310.7951772546557,310.7951772546557,1589.959369677341,1780.8166477626953,1040156.0984186651,-498050.4931822521,6769011.298582321,1039967.3670123791,-498070.6683718877,6769038.939350027
1747,317.00281307670355,317.00281307670355,1584.551029819426,1780.6274051745306,1033327.219845786,-501337.17993138556,6769815.612932733,1033132.9270493063,-501358.04203548725,6769843.849929056
1748,313.54367568874517,313.54367568874517,1594.6540374467504,1780.43810176945,1026497.07592909,-504623.2527535764,6770611.614147925,1026312.9196525741,-504641.88873754034,6770638.506668203
1749,320.84831163890675,320.84831163890675,1584.4400054811622,1780.2487369615062,1019665.6750331227,-507908.7076270724,6771399.301267907,1019471.198417357,-507929.26002880896,6771426.808024449
1750,319.89532088125986,319.89532088125986,1584.1101729529719,1780.059312767193,1012833.025527097,-511193.54052936385,6772178.673342487,1012639.2340681761,-511213.6929895013,6772206.003556344
1751,323.1594787286726,323.1594787286726,1587.7902651707743,1779.8698218753086,1005998.8608043552,-514477.8795617954,6772949.760286787,1005808.6469631533,-514497.7227912176,6772977.113453509
1752,318.89315933613864,318.89315933613864,1590.121970108214,1779.6802816021109,999163.739137464,-517761.45643420954,6773712.499126662,998975.6728634193,-517781.2665152454,6773738.646417456
1753,311.3668328902634,311.3668328902634,1595.011997541976,1779.4906835375457,992327.3939721036,-521044.39927494264,6774466.920132211,992144.3517798998,-521063.73763433064,6774491.816351416
1754,317.60068006278823,317.60068006278823,1590.3365298954814,1779.3010296909804,985489.8336833692,-524326.7040646252,6775213.022393975,985302.7241638168,-524347.1283349349,6775238.528984379
1755,321.8720745964015,321.8720745964015,1580.5505591123774,1779.1113194747295,978651.0666442945,-527608.3667863653,6775950.805013054,978453.8147085666,-527630.1661781677,6775977.498103661
1756,323.52991285745867,323.52991285745867,1580.6654681757286,1778.921556406471,971811.1012339337,-530889.3834218733,6776680.267100225,971614.4341324207,-530910.6294212143,6776707.631972727
1757,316.7235783721524,316.7235783721524,1578.3415567401867,1778.7317387772744,964969.945828529,-534169.7499556972,6777401.407776913,964771.7283767002,-534191.6933728076,6777428.426578978
1758,324.1452112197376,324.1452112197376,1582.9966320069962,1778.5418693605654,958127.6088082184,-537449.4623720057,6778114.226174457,957933.9922898153,-537470.2992625503,6778140.611950745
1759,319.58364530944345,319.58364530944345,1577.4671475475286,1778.35194046128,951283.8231925194,-540728.6485703978,6778818.749611256,951085.2729704356,-540750.7132124016,6778845.335666432
1760,322.79843535908293,322.79843535908293,1588.1568348233393,1778.1619675694142,944439.1480388907,-544007.0406820843,6779514.920550651,944249.951892863,-544027.1365383961,6779539.71479669
1761,317.24544748557446,317.24544748557446,1587.6059331137742,1777.9719467175019,937593.316418081,-547284.7666341905,6780202.766666151,937404.3583315937,-547304.9199830347,6780227.273514525
1762,319.7830850817468,319.7830850817468,1585.110852086248,1777.7818750979754,930746.3367129737,-550561.8224155239,6780882.287130128,930555.7776027551,-550582.6257677337,6780906.772983683
1763,324.54803697780807,324.54803697780807,1578.0768181320136,1777.5917562214916,923898.2173120452,-553838.2040137035,6781553.481124714,923699.6729143087,-553860.2073163934,6781578.535510664
1764,321.33127190822654,321.33127190822654,1581.975255645045,1777.401590615494,917048.9666019557,-557113.9074187013,6782216.347842549,916855.3906956675,-557135.4863832897,6782240.330934028
1765,323.22784399689135,323.22784399689135,1586.6500108392686,1777.2113780850204,910198.5929721253,-560388.9286206607,6782870.886486321,910008.5527067018,-560409.6413715909,6782893.923067726
1766,326.5935802589328,326.5935802589328,1570.9423454258908,1777.0211135217203,903346.8291318425,-563663.3953345795,6783517.122100606,903142.6904110828,-563686.0226322488,6783541.349038495
1767,321.99191598938177,321.99191598938177,1580.329888972973,1776.8308120810932,896494.23479072,-566937.0400769457,6784155.001910043,896299.231126597,-566958.7651978238,6784179.158083976
1768,323.11448618178673,323.11448618178673,1586.1533811297952,1776.6404668104478,889640.5427046601,-570209.9905924906,6784784.551314763,889451.2601247282,-570230.6928566206,6784808.021596996
1769,328.1092128853134,328.1092128853134,1580.8144054593834,1776.450078621379,882785.7612690681,-573482.2428744449,6785405.769558167,882591.2543497283,-573503.723456676,6785429.1793054575
1770,329.68539298815887,329.68539298815887,1574.6302130889103,1776.2596487922362,875929.89887853,-576753.7929179146,6786018.655894025,875730.1977094708,-576776.3715364474,6786042.771734366
1771,325.23258441524376,325.23258441524376,1579.311944901129,1776.0691793529454,869072.9639313864,-580024.6367176982,6786623.209586091,868877.8252720382,-580045.6100993729,6786645.8398735225
1772,320.63909273986786,320.63909273986786,1582.323747538813,1775.8786697302864,862214.9648244311,-583294.7702708219,6787219.429908569,862023.1299069349,-583316.1866964025,6787241.161526884
1773,330.7772524197509,330.7772524197509,1570.4449548444904,1775.688112579247,855355.6339734744,-586564.321099677,6787807.3396306615,855152.2584850363,-586587.1533759976,6787831.285355641
1774,334.8873133706965,334.8873133706965,1569.1875582953408,1775.4975256873865,848495.5317052891,-589833.0221227483,6788386.89074154,848288.888450424,-589855.7681620424,6788410.366656094
1775,331.1374859339286,331.1374859339286,1566.1267450494638,1775.3069017209268,841634.3904808513,-593101.0008928583,6788958.106366103,841426.5318321916,-593125.3742094471,6788981.955451465
1776,331.99899863651126,331.99899863651126,1572.5570481276357,1775.116241590855,834772.2187026541,-596368.2534102487,6789520.985819263,834571.2985354861,-596390.7366975741,6789543.72710551
1777,335.3177268511917,335.3177268511917,1575.3510972461308,1774.9255465856502,827909.0247754805,-599634.7756755613,6790075.528426063,827710.524963971,-599656.2815070942,6790097.920482456
1778,334.7301380309023,334.7301380309023,1569.663884407737,1774.734816505686,821044.8171049735,-602900.5636905134,6790621.7335217595,820840.5859520385,-602923.3600282297,6790644.573424156
1779,335.39056615293117,335.39056615293117,1566.349767940842,1774.544054117688,814179.6040979708,-606165.6134577353,6791159.600451808,813971.8103575495,-606190.1705154233,6791183.048208949
1780,331.3234163463902,331.3234163463902,1571.9149358013794,1774.35325811129,807313.394161808,-609429.9209811005,6791689.128571928,807112.6328465943,-609452.7186780632,6791711.233363493
1781,327.8021854291105,327.8021854291105,1577.8258635067598,1774.1624230006573,800445.9193957612,-612693.6135539043,6792210.338049352,800250.9869266539,-612714.9500610507,6792231.778166255
1782,331.6279026488325,331.6279026488325,1568.9891085224642,1773.9715654787194,793577.7407929759,-615956.4245726027,6792723.186321678,793374.5635040505,-615979.8736490922,6792744.964175936
1783,322.3981720626432,322.3981720626432,1579.4802099135363,1773.7806774594715,786708.5904918365,-619218.4813637958,6793227.693912299,786515.8288425046,-619240.0972779134,6793248.0453137895
1784,337.1731418794448,337.1731418794448,1571.9973903675027,1773.58976209274,779838.4769071761,-622479.7799337305,6793723.860217522,779638.3920092973,-622502.9020554188,6793744.584164891
1785,334.75365128677527,334.75365128677527,1572.344595901449,1773.398816573189,772967.4084510806,-625740.3162914374,6794211.684644156,772767.3854036408,-625763.5211369026,6794233.019516614
1786,327.0343986774785,327.0343986774785,1572.0302528415814,1773.207845912398,766095.3935406568,-629000.0864450529,6794691.166608931,765895.261714365,-629022.9991063139,6794711.647326329
1787,339.96761477884286,339.96761477884286,1565.618942256877,1773.0168480496736,759222.4405898916,-632259.0864056718,6795162.305539081,759015.2745204421,-632282.9439563452,6795183.096146158
1788,342.8750483921138,342.8750483921138,1560.9919942759448,1772.8258174955624,752348.2814390274,-635517.4432576087,6795625.119323781,752137.4829104379,-635541.7349366844,6795645.928429789
1789,334.8273527412878,334.8273527412878,1562.7906555973773,1772.6347709694398,745473.4776255714,-638774.8908339323,6796079.5701708915,745263.5472627761,-638799.5996781291,6796100.1507570995
1790,343.22734233215533,343.22734233215533,1555.0134639202747,1772.443701120633,738597.7610284904,-642031.5562524432,6796525.676325757,738381.8706198491,-642057.1566360096,6796547.208482902
1791,333.3317192301886,333.3317192301886,1571.805571454573,1772.2526081111507,731721.1400672091,-645287.4355275815,6796963.43725636,731521.9976208967,-645310.1255566544,6796983.051407634
1792,345.1091831073957,345.1091831073957,1554.8894367322391,1772.0614947420997,724843.6231643648,-648542.5246737528,6797392.852440756,724627.9156913238,-648568.2020197727,6797413.721827112
1793,333.73812568332863,333.73812568332863,1574.2444675324869,1771.8703604356558,717965.2187415182,-651796.8197073521,6797813.921367342,717768.477137065,-651819.4862158524,6797832.345043216
1794,340.43012025194963,340.43012025194963,1559.2554980116884,1771.6792061098763,711085.9352230577,-655050.3166449127,6798226.643534608,710874.8042251496,-655075.2787261881,6798247.537223911
1795,344.8288157014798,344.8288157014798,1561.5976433750952,1771.4880334387071,704205.7810333548,-658303.0115044629,6798631.018451344,703996.5480284351,-658327.6891324001,6798650.901676083
1796,338.45361578457175,338.45361578457175,1563.2325518784187,1771.2968343163916,697324.4877351606,-661555.0311226938,6799027.0614020135,697116.6576430346,-661578.9578745415,6799045.484437329
1797,349.92626726851057,349.92626726851057,1560.2909361267364,1771.1056254755154,690442.6174466955,-664806.1098512794,6799414.740048885,690230.6264041843,-664830.5388304598,6799434.72765784
1798,346.49300188828397,346.49300188828397,1559.085420461301,1770.914402915194,683559.901769397,-668056.3745604178,6799794.070032611,683348.2178773851,-668081.0167994649,6799813.082975749
1799,342.37000539278216,342.37000539278216,1554.488291842865,1770.7231645820652,676676.3491299227,-671305.8212729726,6800165.050902909,676461.1487688316,-671331.757024874,6800184.1507265605
1800,346.5404618075122,346.5404618075122,1560.1442917109898,1770.5319113894705,669791.9679583904,-674554.4460116493,6800527.682219558,669581.5235653337,-674579.0490751972,6800545.93383637
1801,342.918595384286,342.918595384286,1560.899216926859,1770.3406461369063,662906.7666862668,-677802.2448000052,6800881.9635525495,662698.7318693248,-677827.3330599834,6800900.749886465
1802,351.6897420629719,351.6897420629719,1555.453767674715,1770.1493671271908,656020.7537442036,-681049.2136634546,6801227.894482172,655806.922707004,-681073.9555008055,6801245.956095874
1803,342.63178082585426,342.63178082585426,1561.823942371971,1769.9580707409157,649133.6604704369,-684295.4792133813,6801565.488012774,648926.4330170777,-684319.7052386274,6801583.43176866
1804,346.4039942242135,346.4039942242135,1555.339470433409,1769.7667699856815,642246.0494567351,-687540.7762715715,6801894.716581146,642032.5675310917,-687566.2222586087,6801912.8391032955
1805,342.9749029974652,342.9749029974652,1557.618859279521,1769.5754608632617,635357.6520753697,-690785.2314851087,6802215.593548054,635146.8294357237,-690810.2889820258,6802232.675569609
1806,345.1257002966878,345.1257002966878,1556.7916212585196,1769.3841424363707,628468.476760774,-694028.8408835405,6802528.118534647,628256.874976984,-694054.3074672341,6802545.532640809
1807,354.42932918549855,354.42932918549855,1549.3483932732447,1769.1928171150232,621578.5319504163,-697271.6004964616,6802832.2911721775,621358.7544729463,-697297.9949162753,6802849.709749997
1808,346.74325838618034,346.74325838618034,1558.4557068814288,1769.0014847162784,614687.8260809222,-700513.5063553457,6803128.111102202,614477.3257055891,-700538.6221254154,6803144.927757547
1809,347.72952966024565,347.72952966024565,1544.9349930358148,1768.8101465309344,607796.3675908505,-703754.5544922309,6803415.577976437,607573.7047688277,-703781.9213604346,6803432.29391686
1810,345.28293925220055,345.28293925220055,1550.181481235394,1768.6187959580946,600903.8876079287,-706994.8712865987,6803694.702518458,600686.1458335962,-707021.0961404203,6803711.566870927
1811,343.41749472845015,343.41749472845015,1560.504241178227,1768.4274489899735,594010.949165126,-710234.1920455792,6803965.461941098,593804.1868356928,-710258.1615779629,6803981.446594675
1812,347.6335333643051,347.6335333643051,1554.204335329363,1768.236099020145,587117.2834216813,-713472.6431855448,6804227.867324464,586904.0507976755,-713498.1466009133,6804243.394424804
1813,353.22674797516794,353.22674797516794,1546.180469838452,1768.044747728874,580222.8988203665,-716710.2207424587,6804481.918361114,580001.3310339971,-716737.4922073549,6804497.563419959
1814,357.2108666430964,357.2108666430964,1548.483472166773,1767.853394165141,573327.8038019555,-719946.9207547083,6804727.614753934,573109.2336244468,-719973.6885176364,6804743.889111572
1815,356.20665642815914,356.20665642815914,1546.533742126222,1767.6620407591568,566432.0068112661,-723182.7392602535,6804964.956215907,566211.387696047,-723209.342440109,6804981.286410873
1816,353.23409838838023,353.23409838838023,1550.5405721610857,1767.4706880628885,559535.5162914455,-726417.6722993201,6805193.942470334,559319.2084144499,-726443.6276555718,6805209.266928647
1817,363.0931393937979,363.0931393937979,1540.263844312873,1767.279337758586,552638.3406893102,-729651.7159118855,6805414.573250625,552411.5254887372,-729679.8580592748,6805430.472044723
1818,357.4846652589648,357.4846652589648,1540.1757616798207,1767.0879809920916,545740.2109108805,-732884.9962035301,6805626.8566729985,545514.2426710684,-732912.927644665,6805642.23302238
1819,357.2551652928239,357.2551652928239,1545.9912698452097,1766.896635997348,538841.6904521524,-736117.2490554237,6805830.775410234,538620.5547078004,-736144.3772811102,6805845.224320259
1820,366.0824709437306,366.0824709437306,1543.6863187639126,1766.7052954413762,531942.5102502807,-739348.6006102104,6806026.337935099,531719.5744415739,-739376.0416222129,6806040.62973958
1821,358.3041744084571,358.3041744084571,1549.178505391216,1766.5139598658377,525042.6787534565,-742579.0469131292,6806213.544021938,524825.6072417067,-742605.9196104029,6806227.213853923
1822,356.9395236362904,356.9395236362904,1543.8486626719475,1766.3226313238433,518142.20441063744,-745808.584010537,6806392.393455319,517921.22809877264,-745836.1414461776,6806406.472668773
1823,360.4649078276156,360.4649078276156,1546.1164827819493,1766.1313096306326,511241.0956711929,-749037.2079500704,6806562.886030041,511020.96860358847,-749063.8040160777,6806577.350849188
1824,359.82532177647687,359.82532177647687,1541.9634443873433,1765.9399960845867,504339.3609859317,-752264.9147801737,6806725.021551099,504114.49758017104,-752292.6827293274,6806738.405626263
1825,364.40390758135726,364.40390758135726,1544.6686591035746,1765.7486840818287,497436.7310888597,-755491.8303564581,6806878.805852619,497214.73665129003,-755518.7972686104,6806891.658152603
1826,362.5663783412247,362.5663783412247,1539.813108716506,1765.5573896266412,490533.76984158834,-758717.6910809099,6807024.226386015,490308.4127963375,-758745.5270426504,6807037.463093439
1827,367.43162790460775,367.43162790460775,1528.4625311830082,1765.3661064874111,483630.2080045874,-761942.6228483908,6807161.28934209,483393.8623979004,-761972.3283813706,6807174.673430511
1828,362.2781990269164,362.2781990269164,1543.73512437266,1765.1748348488275,476726.0540308394,-765166.6217122298,6807289.994566732,476504.8092830338,-765194.3785623953,6807303.119562501
1829,366.590066668532,366.590066668532,1543.0171231330698,1764.9835756399686,469821.3163740194,-768389.6837269024,6807410.341916056,469598.80185814324,-768417.0415921076,6807422.76901732
1830,365.85062290718463,365.85062290718463,1541.3269553406064,1764.7923305477502,462916.00349061465,-771611.8049470446,6807522.331256363,462692.59063031676,-771639.0396793053,6807534.549788663
1831,360.3905819252874,360.3905819252874,1545.4489333100792,1764.601099745397,456010.123833883,-774832.9814302801,6807625.962464233,455791.40260043915,-774859.7564599941,6807637.337271176
1832,368.88167102768057,368.88167102768057,1526.798345658897,1764.409885677812,449103.6858612923,-778053.2092337351,6807721.235426412,448865.69682284,-778083.4633325842,6807733.677976978
1833,369.53845366374344,369.53845366374344,1530.510068426792,1764.2186798554562,442196.42012649507,-781272.6139197765,6807808.153368623,441962.6006515014,-781302.226252156,6807820.641059481
1834,368.72222808411885,368.72222808411885,1534.9745637660842,1764.0274990401372,435288.8908702562,-784490.932503669,6807886.709204343,435059.91651628306,-784519.8175847294,6807898.26645503
1835,365.3043654282083,365.3043654282083,1541.7142827992013,1763.8363366244441,428380.8286698051,-787708.2905883726,6807956.906516009,428157.3109341638,-787736.4894526453,6807967.994547994
1836,372.2941773184353,372.2941773184353,1534.4602243775678,1763.6451939174135,421472.2419844532,-790924.6842360569,6808018.745231273,421242.3543315285,-790953.3753858227,6808029.62602689
1837,368.6341858227039,368.6341858227039,1540.159266882923,1763.454071482625,414563.13927234727,-794140.1095109051,6808072.225288009,414340.5063904525,-794167.936539713,6808082.711263305
1838,370.6702629107122,370.6702629107122,1526.1830122066474,1763.262970248797,407653.5289943602,-797354.5624773068,6808117.34663431,407417.7711854682,-797384.952601189,6808128.5486436635
1839,372.11707699071377,372.11707699071377,1534.3307835716441,1763.0718896478097,400743.41960911447,-800568.0392021711,6808154.109228496,400513.5687496841,-800596.5227518668,6808163.840110509
1840,364.8797859542288,364.8797859542288,1544.803159076807,1762.880825723908,393832.5415336098,-803780.6649814072,6808182.514013708,393614.46707879147,-803807.5623574486,6808191.816442965
1841,374.76781375205803,374.76781375205803,1533.796329949997,1762.6897937012395,386921.4593016966,-806992.1773849294,6808202.558683168,386692.59304717055,-807021.0249757073,6808211.93733099
1842,371.38540832261714,371.38540832261714,1535.2694828165404,1762.498786618518,380009.90334893786,-810202.7017515766,6808214.24453677,379783.65866426175,-810231.4254982348,6808223.8091192935
1843,369.89373406481656,369.89373406481656,1541.7104994873132,1762.30780466114,373097.88213799853,-813412.234152274,6808217.571573717,372874.7269494936,-813439.9618963408,6808226.699730146
1844,369.2233129681657,369.2233129681657,1541.0002306003835,1762.1168495098102,366185.40413101506,-816620.7706596596,6808212.539803418,365963.65945231426,-816648.764761138,6808221.475971017
1845,372.9655935372773,372.9655935372773,1532.520891018522,1761.925923228104,359272.47779349965,-819828.307346282,6808199.149245521,359042.25799679704,-819858.0021578841,6808207.803754856
1846,380.871222390827,380.871222390827,1533.6623151151887,1761.735024874011,352359.11158863845,-823034.8402872405,6808177.399929877,352130.6386001362,-823063.5211975453,6808185.783910343
1847,372.2002468031317,372.2002468031317,1528.4595671896034,1761.5441565086996,345445.31398154504,-826240.3655582112,6808147.2918965705,345212.1086290451,-826270.1900381667,6808155.918616274
1848,375.672962297734,375.672962297734,1527.9094227396997,1761.353309678826,338530.81524600205,-829445.0081445792,6808108.82348009,338295.94134148204,-829475.03748452,6808116.908705567
1849,370.85530903996016,370.85530903996016,1535.3991856348173,1761.162503725928,331616.1802138667,-832648.5062672887,6808061.9978362685,331390.39769422996,-832676.9323447926,6808069.63139483
1850,384.04061102843235,384.04061102843235,1520.8664735753755,1760.971729440553,324701.13917672844,-835850.9849550062,6808006.813656341,324460.81033499446,-835882.4703692386,6808015.221736845
1851,374.91332600867645,374.91332600867645,1533.0117959641125,1760.7809888961065,317785.7006019973,-839052.440288231,6807943.2710212665,317558.53637786524,-839081.1659482737,6807950.680056674
1852,379.36515834989234,379.36515834989234,1527.08270083163,1760.590281888436,310869.87295540114,-842252.8683497204,6807871.370022213,310635.73909852636,-842282.9123691645,6807878.478998246
1853,380.45007639297785,380.45007639297785,1528.1866860026953,1760.3996104822713,303953.6647063228,-845452.2652220059,6807791.110760593,303721.1926816936,-845481.9121537184,6807797.986745485
1854,383.50904771950974,383.50904771950974,1525.0172776093966,1760.2089748659148,297037.084321023,-848650.6269905402,6807702.493348007,296801.94033606147,-848680.5073117828,6807708.684872476
1855,388.6985797492599,388.6985797492599,1514.2952494849226,1760.0183703468117,290119.86197094596,-851848.0783583471,6807605.513836521,289873.7632747975,-851880.354149671,6807612.260218289
1856,375.94394313468587,375.94394313468587,1534.5256368257149,1759.8278091232612,283202.56270668877,-855044.3581355,6807500.18016148,282976.3719210527,-855073.0233730746,6807505.90646716
1857,390.9082664190694,390.9082664190694,1515.3190722474703,1759.6372891176857,276284.91671567975,-858239.5910691442,6807386.488731674,276040.75766049157,-858271.2636702427,6807392.372162743
1858,384.43057945621615,384.43057945621615,1521.3173537458258,1759.4468071564238,269366.932464423,-861433.7732505047,6807264.43969954,269128.03337760275,-861465.4959438968,6807270.011505517
1859,383.68038499000124,383.68038499000124,1527.2605735494083,1759.256366781621,262448.61842510576,-864626.9007696505,6807134.033227829,262216.24706749304,-864656.5866061323,6807138.509221408
1860,382.2217477901924,382.2217477901924,1524.963870382776,1759.0659689488868,255529.98306819508,-867818.9697189215,6806995.26948947,255295.28999290348,-867849.3356920725,6806999.63549152
1861,395.2460523972228,395.2460523972228,1517.324599522051,1758.8756127132335,248611.03486379466,-871009.9761922933,6806848.14866759,248369.03462615647,-871041.5360349823,6806853.422265161
1862,388.76019745453146,388.76019745453146,1509.1284851236971,1758.6852930070722,241691.50389221945,-874200.0446052527,6806692.664532045,241441.30319563538,-874234.0694683653,6806696.758756884
1863,383.25403821866615,383.25403821866615,1528.1223591110804,1758.4950250277072,234771.9553949577,-877388.9143698645,6806528.829797218,234540.0125281074,-877419.0253201938,6806532.951953648
1864,390.2312329860696,390.2312329860696,1519.9165374772717,1758.3048033248356,227852.11946579843,-880576.7099468977,6806356.638589635,227612.44326189466,-880607.8029133742,6806360.789796869
1865,397.90564843059695,397.90564843059695,1507.8814896615024,1758.1146273426007,220932.00457620565,-883763.4274355847,6806176.091133292,220680.67775470697,-883797.0495755583,6806179.736030794
1866,389.23357724290145,389.23357724290145,1518.9997212186881,1757.9244998936226,214011.6191993865,-886949.0629358271,6805987.187662437,213771.14354105273,-886980.1069531259,6805989.8858002825
1867,384.72611826477015,384.72611826477015,1523.5479977905406,1757.7344196619458,207090.9718070707,-890133.6125496797,6805789.928421488,206855.05048026898,-890164.9898421356,6805793.745230217
1868,396.94327709106057,396.94327709106057,1512.2280619210462,1757.5443894630648,200170.0708730598,-893317.0723797124,6805584.313665118,199922.10128621757,-893350.7553913818,6805587.903267961
1869,399.13702589018135,399.13702589018135,1512.4583828769555,1757.3544091052781,193248.92487001518,-896499.4385304899,6805370.343658188,193004.7464866998,-896531.1677403391,6805372.5852831425
1870,392.83155757142947,392.83155757142947,1510.1249338473085,1757.1644720529575,186327.26379783254,-899680.835077954,6805148.009562864,186080.20524514117,-899713.5976144482,6805151.216339441
1871,391.49399394719717,391.49399394719717,1513.4628689659967,1756.9745945704549,179405.6530703486,-902861.002143271,6804917.329554209,179162.6323509779,-902893.5589205166,6804919.574087746
1872,406.81180226517347,406.81180226517347,1505.6344119485143,1756.7847712483622,172483.82269697118,-906040.0638494837,6804678.295150942,172231.23343457142,-906074.0770451529,6804680.46413473
1873,394.9131088333919,394.9131088333919,1515.2413363614323,1756.5950011425293,165561.7811510388,-909218.0163067307,6804430.906658766,165320.28877631645,-909250.1440718109,6804432.991131857
1874,399.154174704901,399.154174704901,1506.9639230131172,1756.4052863200334,158639.53690861256,-912394.8556253691,6804175.164393679,158388.8787645044,-912428.5198945772,6804176.932006677
1875,400.8664395402803,400.8664395402803,1507.1852843859042,1756.2156269633504,151717.09844313658,-915570.5779184293,6803911.068681784,151464.6839683527,-915605.1127581951,6803912.098524045
1876,395.9362849901204,395.9362849901204,1514.4200464132894,1756.026024016109,144794.47423004493,-918745.1792994982,6803638.619859466,144550.8261576463,-918778.140572884,6803639.501901628
1877,394.13089589159875,394.13089589159875,1505.093790554896,1755.8364724534886,137871.39421424325,-921918.7835403528,6803357.8068077015,137620.75189495017,-921952.8074767384,6803358.904599288
1878,406.45769824312805,406.45769824312805,1506.3114214395919,1755.6469858866865,130948.42392567187,-925091.1313985602,6803068.652478466,130698.68848214297,-925124.1163271319,6803068.93373823
1879,411.31689058282865,411.31689058282865,1501.355966074967,1755.4575592842702,124025.29331657568,-928262.3466939962,6802771.146109203,123768.07371444667,-928297.1139095747,6802771.65087939
1880,400.83472138956637,400.83472138956637,1505.9727896447946,1755.268192841954,117102.01086242069,-931432.4255461176,6802465.288077127,116851.80358665281,-931466.5251366151,6802465.331036891
1881,401.53340948853486,401.53340948853486,1509.2423473082288,1755.0788886185926,110178.58504025855,-934601.3640751216,6802151.078769702,109932.41306213482,-934634.9186943393,6802150.539057248
1882,411.6693755144139,411.6693755144139,1504.5452112652547,1754.8896460494939,103255.02432444671,-937769.1584039091,6801828.518584485,103003.87943465968,-937802.9511530865,6801828.004524224
1883,401.21206055935903,401.21206055935903,1500.5335047988751,1754.7004672101905,96331.33719303925,-940935.8046551619,6801497.6079293955,96076.10380342224,-940970.8475079689,6801496.661179043
1884,404.2212645804956,404.2212645804956,1504.4251168730864,1754.5113526475986,89407.53212101028,-944101.2989544382,6801158.347222419,89157.36697623164,-944135.3177120157,6801157.115154753
