RCRB,Distance u-s1,Distance u-s2,Alpha min,Alpha mean,Alpha max
10.72770659834745,335.01351061017266,30.20040145078274,122.95700056831566,122.95700056831566,122.95700056831566
10.763137788045674,336.26075365762404,30.200296424817978,122.81436873776313,122.81436873776313,122.81436873776313
10.798593701835456,337.5089453026077,30.200803260750888,122.67289742670742,122.67289742670742,122.67289742670742
10.834075937721328,338.75810568076105,30.200698254488817,122.53254773750056,122.53254773750056,122.53254773750056
10.869581233337268,340.0081500139654,30.201205114412545,122.39333517857924,122.39333517857924,122.39333517857924
10.90511022609352,341.2590737244326,30.201406050425607,122.25522957573362,122.25522957573362,122.25522957573362
10.940662879412349,342.51087270844033,30.20130106184775,122.11821661762264,122.11821661762264,122.11821661762264
10.976236164886426,343.76346288508495,30.201807944498537,121.9823070486482,121.9823070486482,121.9823070486482
11.011831765990799,345.01686704817155,30.20170295932387,121.84746246110434,121.84746246110434,121.84746246110434
11.047446664838716,346.27100281016834,30.201903907833124,121.71369411681772,121.71369411681772,121.71369411681772
11.083080847496491,347.5258655276079,30.20241079894216,121.58098788395388,121.58098788395388,121.58098788395388
11.118735043463714,348.7814545559307,30.202305806254763,121.44931440365168,121.44931440365168,121.44931440365168
11.15440599427742,350.0376860891578,30.202812694833177,121.31869029423046,121.31869029423046,121.31869029423046
11.190094449081863,351.2945594530238,30.203013633773573,121.18908615799104,121.18908615799104,121.18908615799104
11.225800438477629,352.5520720434174,30.202908619364234,121.06048849744697,121.06048849744697,121.06048849744697
11.261520950854843,353.81014323521663,30.203415491582017,120.93290960175943,120.93290960175943,120.93290960175943
11.2972577920659,355.06879781735296,30.203310454576688,120.80631127057707,120.80631127057707,120.80631127057707
11.333007958410253,356.3279561090157,30.20351135328007,120.68070612272837,120.68070612272837,120.68070612272837
11.368771499972391,357.58761636697733,30.204018196106766,120.55608120715368,120.55608120715368,120.55608120715368
11.404549245687317,358.84778022123,30.20391311228063,120.432407527256,120.432407527256,120.432407527256
