RCRB,Distance u-s1,Distance u-s2,Alpha min,Alpha mean,Alpha max
754.4909876832899,1704.1971714637903,32.06616476306925,8.967943856903139,8.967943856903139,8.967943856903139
746.9972860418889,1704.470463364191,32.06608920939272,9.014694023812542,9.014694023812542,9.014694023812542
739.6210388775668,1704.744771588965,32.066625462006336,9.061398949377871,9.061398949377871,9.061398949377871
732.3570424782109,1705.0201018623561,32.06654980984648,9.108041980117058,9.108041980117058,9.108041980117058
725.2058545399641,1705.2964391130852,32.06708596653604,9.154639416210268,9.154639416210268,9.154639416210268
718.16323295827,1705.5737841501582,32.06731613955556,9.201178095413649,9.201178095413649,9.201178095413649
711.226900086845,1705.852136697629,32.06724032610916,9.247658724186103,9.247658724186103,9.247658724186103
704.3968434968164,1706.1314822563265,32.06777632790221,9.294093233070337,9.294093233070337,9.294093233070337
697.6683505160552,1706.411825155444,32.06770039829274,9.340464475466153,9.340464475466153,9.340464475466153
691.0414781500423,1706.6931500340531,32.06793034439345,9.38678446680281,9.38678446680281,9.38678446680281
684.514110461366,1706.9754584500618,32.068466174183,9.43305405279198,9.43305405279198,9.43305405279198
678.0825223801121,1707.2587505735607,32.068390057816714,9.479259551934557,9.479259551934557,9.479259551934557
671.7473776606115,1707.5430092900435,32.06892576486579,9.525418088537085,9.525418088537085,9.525418088537085
665.5050664441546,1707.8282354343896,32.069155460466405,9.571515906166397,9.571515906166397,9.571515906166397
659.3537208927337,1708.1144307166664,32.06907914069497,9.617553697637366,9.617553697637366,9.617553697637366
653.2934902248741,1708.4015782359215,32.06961465148267,9.663544021062282,9.663544021062282,9.663544021062282
647.3203193809449,1708.6896840691038,32.06953818807498,9.709468921880013,9.709468921880013,9.709468921880013
641.4344129407963,1708.9787315807432,32.06976760176477,9.755341036009957,9.755341036009957,9.755341036009957
635.6340300853911,1709.2687220389334,32.070302899708494,9.80116120803879,9.80116120803879,9.80116120803879
629.9159737942498,1709.5596552135924,32.070226207999106,9.846915167931801,9.846915167931801,9.846915167931801
624.2809909556903,1709.8515151022164,32.07076135573681,9.892620841179601,9.892620841179601,9.892620841179601
618.7259763884266,1710.1443018441587,32.070990462924804,9.938263884910974,9.938263884910974,9.938263884910974
613.2493886830698,1710.4380170836398,32.07091352793951,9.983844990278312,9.983844990278312,9.983844990278312
607.8515054778277,1710.7326439356873,32.07144843839825,10.02937732512316,10.02937732512316,10.02937732512316
602.5287978484625,1711.028187893296,32.07137133250359,10.07484214602164,10.07484214602164,10.07484214602164
597.2815875474461,1711.3246322431407,32.0716001039254,10.120252698823055,10.120252698823055,10.120252698823055
592.1084353888184,1711.6219779303294,32.07213475981078,10.16560982687132,10.16560982687132,10.16560982687132
587.0065701909249,1711.9202270517403,32.07205738555537,10.210898658797847,10.210898658797847,10.210898658797847
581.976800673472,1712.2193581665101,32.07259186324026,10.256137956884164,10.256137956884164,10.256137956884164
577.0164316127504,1712.519376815689,32.072820274124524,10.301312757799069,10.301312757799069,10.301312757799069
572.124183572696,1712.820281669503,32.07274261474232,10.346423769191036,10.346423769191036,10.346423769191036
567.3004369082065,1713.1220549774023,32.073276814374545,10.39148477060178,10.39148477060178,10.39148477060178
562.5420898026177,1713.4247054983737,32.07319895817035,10.436476210481944,10.436476210481944,10.436476210481944
557.8495569165781,1713.7282134362931,32.07342697756676,10.481411960211052,10.481411960211052,10.481411960211052
553.2216448697269,1714.0325804980139,32.073960883589315,10.526292854804078,10.526292854804078,10.526292854804078
548.6559250826485,1714.3378084820317,32.07388271696766,10.571103441953893,10.571103441953893,10.571103441953893
544.153261691433,1714.6438770780424,32.07441641820786,10.615863274508293,10.615863274508293,10.615863274508293
539.7112872068261,1714.9507902742587,32.07464402468014,10.660556816302503,10.660556816302503,10.660556816302503
535.328937776031,1715.2585464353187,32.07456553296365,10.705184775064296,10.705184775064296,10.705184775064296
531.0066795539975,1715.5671285339893,32.07509891499749,10.74976152786123,10.74976152786123,10.74976152786123
526.7417550435495,1715.8765447560652,32.07502019923445,10.79426674466683,10.79426674466683,10.79426674466683
522.5350591777409,1716.1867752887892,32.07555335971225,10.838720470573225,10.838720470573225,10.838720470573225
518.384396895444,1716.4978222891837,32.075780407950155,10.883106819962876,10.883106819962876,10.883106819962876
514.2888211126069,1716.8096867807035,32.0757013428331,10.927426481070292,10.927426481070292,10.927426481070292
510.24884309799967,1717.122349187564,32.076234158675526,10.971694222661887,10.971694222661887,10.971694222661887
506.2623620651316,1717.4358120851714,32.076460853214996,11.015893939837479,11.015893939837479,11.015893939837479
502.32849321924493,1717.7500753803592,32.076381422256794,11.060026327593254,11.060026327593254,11.060026327593254
498.447774443983,1718.0651204981432,32.076913880096605,11.104106371798611,11.104106371798611,11.104106371798611
494.617729730459,1718.380956937687,32.07683419852971,11.148112956673144,11.148112956673144,11.148112956673144
490.83929782923315,1718.697562616281,32.07736640822547,11.192066931801921,11.192066931801921,11.192066931801921
487.1105203151104,1719.0149412695357,32.077592477699326,11.235951825234201,11.235951825234201,11.235951825234201
483.43060872676824,1719.3330935398537,32.077512406690396,11.27976832514223,11.27976832514223,11.27976832514223
479.80014110042686,1719.6519999334753,32.07804423280412,11.32353179555952,11.32353179555952,11.32353179555952
476.2167895004345,1719.971668888281,32.077963893164714,11.367220645910331,11.367220645910331,11.367220645910331
472.68115445390384,1720.2920815442983,32.07818943333388,11.410850313208298,11.410850313208298,11.410850313208298
469.19249986784837,1720.6132362639041,32.078720859103825,11.45442164557176,11.45442164557176,11.45442164557176
